

For q= 2

Entropy 1: 0.5
Entropy 2: 0.5
Entropy 3: 0.5
Entropy 4: 0.5
Entropy 5: 0.5
Entropy 6: 0.5
Entropy 7: 0.5
Entropy 8: 0.5
Entropy 9: 0.5
Entropy 10: 0.5
Entropy 11: 0.5
Entropy 12: 0.5
Entropy 13: 0.5
Entropy 14: 0.5
Entropy 15: 0.5
Entropy 16: 0.5
Entropy 17: 0.5
Entropy 18: 0.5
Entropy 19: 0.5
Entropy 20: 0.5
Entropy 21: 0.5
Entropy 22: 0.5
Entropy 23: 0.5
Entropy 24: 0.5
Entropy 25: 0.5
Entropy 26: 0.5
Entropy 27: 0.5
Entropy 28: 0.5
Entropy 29: 0.5
Entropy 30: 0.5
Entropy 31: 0.5
Entropy 32: 0.5
Entropy 33: 0.5
Entropy 34: 0.5
Entropy 35: 0.5
Entropy 36: 0.5
Entropy 37: 0.5
Entropy 38: 0.5
Entropy 39: 0.5
Entropy 40: 0.5
Entropy 41: 0.5
Entropy 42: 0.5
Entropy 43: 0.5
Entropy 44: 0.5
Entropy 45: 0.5
Entropy 46: 0.5
Entropy 47: 0.5
Entropy 48: 0.5
Entropy 49: 0.5
Entropy 50: 0.5
Entropy 51: 0.5
Entropy 52: 0.5
Entropy 53: 0.5
Entropy 54: 0.5
Entropy 55: 0.5
Entropy 56: 0.5
Entropy 57: 0.5
Entropy 58: 0.5
Entropy 59: 0.5
Entropy 60: 0.5
Entropy 61: 0.5
Entropy 62: 0.5
Entropy 63: 0.5
Entropy 64: 0.5
Entropy 65: 0.5
Entropy 66: 0.5
Entropy 67: 0.5
Entropy 68: 0.5
Entropy 69: 0.5
Entropy 70: 0.5
Entropy 71: 0.5
Entropy 72: 0.5
Entropy 73: 0.5
Entropy 74: 0.5
Entropy 75: 0.5
Entropy 76: 0.5
Entropy 77: 0.5
Entropy 78: 0.5
Entropy 79: 0.5
Entropy 80: 0.5
Entropy 81: 0.5
Entropy 82: 0.5
Entropy 83: 0.5
Entropy 84: 0.5
Entropy 85: 0.5
Entropy 86: 0.5
Entropy 87: 0.5
Entropy 88: 0.5
Entropy 89: 0.5
Entropy 90: 0.5
Entropy 91: 0.5
Entropy 92: 0.5
Entropy 93: 0.5
Entropy 94: 0.5
Entropy 95: 0.5
Entropy 96: 0.5
Entropy 97: 0.5
Entropy 98: 0.5
Entropy 99: 0.5
Entropy 100: 0.5


For q= 3

Entropy 1: 0.375
Entropy 2: 0.375
Entropy 3: 0.375
Entropy 4: 0.375
Entropy 5: 0.375
Entropy 6: 0.375
Entropy 7: 0.375
Entropy 8: 0.375
Entropy 9: 0.375
Entropy 10: 0.375
Entropy 11: 0.375
Entropy 12: 0.375
Entropy 13: 0.375
Entropy 14: 0.375
Entropy 15: 0.375
Entropy 16: 0.375
Entropy 17: 0.375
Entropy 18: 0.375
Entropy 19: 0.375
Entropy 20: 0.375
Entropy 21: 0.375
Entropy 22: 0.375
Entropy 23: 0.375
Entropy 24: 0.375
Entropy 25: 0.375
Entropy 26: 0.375
Entropy 27: 0.375
Entropy 28: 0.375
Entropy 29: 0.375
Entropy 30: 0.375
Entropy 31: 0.375
Entropy 32: 0.375
Entropy 33: 0.375
Entropy 34: 0.375
Entropy 35: 0.375
Entropy 36: 0.375
Entropy 37: 0.375
Entropy 38: 0.375
Entropy 39: 0.375
Entropy 40: 0.375
Entropy 41: 0.375
Entropy 42: 0.375
Entropy 43: 0.375
Entropy 44: 0.375
Entropy 45: 0.375
Entropy 46: 0.375
Entropy 47: 0.375
Entropy 48: 0.375
Entropy 49: 0.375
Entropy 50: 0.375
Entropy 51: 0.375
Entropy 52: 0.375
Entropy 53: 0.375
Entropy 54: 0.375
Entropy 55: 0.375
Entropy 56: 0.375
Entropy 57: 0.375
Entropy 58: 0.375
Entropy 59: 0.375
Entropy 60: 0.375
Entropy 61: 0.375
Entropy 62: 0.375
Entropy 63: 0.375
Entropy 64: 0.375
Entropy 65: 0.375
Entropy 66: 0.375
Entropy 67: 0.375
Entropy 68: 0.375
Entropy 69: 0.375
Entropy 70: 0.375
Entropy 71: 0.375
Entropy 72: 0.375
Entropy 73: 0.375
Entropy 74: 0.375
Entropy 75: 0.375
