

For q= 2

Entropy 76: 0.375
Entropy 77: 0.375
Entropy 78: 0.375
Entropy 79: 0.375
Entropy 80: 0.375
Entropy 81: 0.375
Entropy 82: 0.375
Entropy 83: 0.375
Entropy 84: 0.375
Entropy 85: 0.375
Entropy 86: 0.375
Entropy 87: 0.375
Entropy 88: 0.375
Entropy 89: 0.375
Entropy 90: 0.375
Entropy 91: 0.375
Entropy 92: 0.375
Entropy 93: 0.375
Entropy 94: 0.375
Entropy 95: 0.375
Entropy 96: 0.375
Entropy 97: 0.375
Entropy 98: 0.375
Entropy 99: 0.375
Entropy 100: 0.375


For q= 4

Entropy 1: 0.291667
Entropy 2: 0.291667
Entropy 3: 0.291667
Entropy 4: 0.291667
Entropy 5: 0.291667
Entropy 6: 0.291667
Entropy 7: 0.291667
Entropy 8: 0.291667
Entropy 9: 0.291667
Entropy 10: 0.291667
Entropy 11: 0.291667
Entropy 12: 0.291667
Entropy 13: 0.291667
Entropy 14: 0.291667
Entropy 15: 0.291667
Entropy 16: 0.291667
Entropy 17: 0.291667
Entropy 18: 0.291667
Entropy 19: 0.291667
Entropy 20: 0.291667
Entropy 21: 0.291667
Entropy 22: 0.291667
Entropy 23: 0.291667
Entropy 24: 0.291667
Entropy 25: 0.291667
Entropy 26: 0.291667
Entropy 27: 0.291666
Entropy 28: 0.291666
Entropy 29: 0.291666
Entropy 30: 0.291666
Entropy 31: 0.291666
Entropy 32: 0.291666
Entropy 33: 0.291666
Entropy 34: 0.291666
Entropy 35: 0.291666
Entropy 36: 0.291666
Entropy 37: 0.291666
Entropy 38: 0.291666
Entropy 39: 0.291666
Entropy 40: 0.291666
Entropy 41: 0.291666
Entropy 42: 0.291666
Entropy 43: 0.291667
Entropy 44: 0.291667
Entropy 45: 0.291667
Entropy 46: 0.291667
Entropy 47: 0.291667
Entropy 48: 0.291667
Entropy 49: 0.291667
Entropy 50: 0.291667
Entropy 51: 0.291667
Entropy 52: 0.291667
Entropy 53: 0.291667
Entropy 54: 0.291667
Entropy 55: 0.291667
Entropy 56: 0.291667
Entropy 57: 0.291667
Entropy 58: 0.291667
Entropy 59: 0.291667
Entropy 60: 0.291667
Entropy 61: 0.291667
Entropy 62: 0.291667
Entropy 63: 0.291667
Entropy 64: 0.291667
Entropy 65: 0.291667
Entropy 66: 0.291667
Entropy 67: 0.291667
Entropy 68: 0.291667
Entropy 69: 0.291667
Entropy 70: 0.291667
Entropy 71: 0.291667
Entropy 72: 0.291667
Entropy 73: 0.291667
Entropy 74: 0.291667
Entropy 75: 0.291667
Entropy 76: 0.291667
Entropy 77: 0.291667
Entropy 78: 0.291667
Entropy 79: 0.291667
Entropy 80: 0.291667
Entropy 81: 0.291667
Entropy 82: 0.291667
Entropy 83: 0.291667
Entropy 84: 0.291667
Entropy 85: 0.291667
Entropy 86: 0.291667
Entropy 87: 0.291667
Entropy 88: 0.291667
Entropy 89: 0.291667
Entropy 90: 0.291667
Entropy 91: 0.291667
Entropy 92: 0.291667
Entropy 93: 0.291667
Entropy 94: 0.291667
Entropy 95: 0.291667
Entropy 96: 0.291667
Entropy 97: 0.291667
Entropy 98: 0.291667
Entropy 99: 0.291667
Entropy 100: 0.291667
